0.72695	2.18085	3.63475	5.08865	6.54255	7.99645	9.45035	10.90425	12.35815	13.81205	15.26595	16.71985	18.17375	19.62765	21.08155	22.53545	23.98935	25.44325	26.89715	28.35105	29.80495	31.25885	32.71275	34.16665	35.62055	37.07445	38.52835	39.98225	41.43615	42.89005	44.34395	45.79785	47.25175	48.70565	50.15955	51.61345	53.06735	54.52125	55.97515	57.42905	58.88295	60.33685	61.79075	63.24465	64.69855	66.15245	67.60635	69.06025	70.51415	71.96805	73.42195	74.87585	76.32975	77.78365	79.23755	80.69145	82.14535	83.59925	85.05315	86.50705	87.96095	89.41485	90.86875	92.32265	93.77655	95.23045	96.68435	98.13825	99.59215	101.04605	102.49995	103.95385	105.40775	106.86165	108.31555	109.76945	111.22335	112.67725	114.13115	115.58505	117.03895	118.49285	119.94675	121.40065	122.85455	124.30845	125.76235	127.21625	128.67015	130.12405	131.57795	133.03185	134.48575	135.93965	137.39355	138.84745	140.30135	141.75525	143.20915	144.66305
0.81885	2.45655	4.09425	5.73195	7.36965	9.00735	10.64505	12.28275	13.92045	15.55815	17.19585	18.83355	20.47125	22.10895	23.74665	25.38435	27.02205	28.65975	30.29745	31.93515	33.57285	35.21055	36.84825	38.48595	40.12365	41.76135	43.39905	45.03675	46.67445	48.31215	49.94985	51.58755	53.22525	54.86295	56.50065	58.13835	59.77605	61.41375	63.05145	64.68915	66.32685	67.96455	69.60225	71.23995	72.87765	74.51535	76.15305	77.79075	79.42845	81.06615	82.70385	84.34155	85.97925	87.61695	89.25465	90.89235	92.53005	94.16775	95.80545	97.44315	99.08085	100.71855	102.35625	103.99395	105.63165	107.26935	108.90705	110.54475	112.18245	113.82015	115.45785	117.09555	118.73325	120.37095	122.00865	123.64635	125.28405	126.92175	128.55945	130.19715	131.83485	133.47255	135.11025	136.74795	138.38565	140.02335	141.66105	143.29875	144.93645	146.57415	148.21185	149.84955	151.48725	153.12495	154.76265	156.40035	158.03805	159.67575	161.31345	162.95115
0.735	2.205	3.675	5.145	6.615	8.085	9.555	11.025	12.495	13.965	15.435	16.905	18.375	19.845	21.315	22.785	24.255	25.725	27.195	28.665	30.135	31.605	33.075	34.545	36.015	37.485	38.955	40.425	41.895	43.365	44.835	46.305	47.775	49.245	50.715	52.185	53.655	55.125	56.595	58.065	59.535	61.005	62.475	63.945	65.415	66.885	68.355	69.825	71.295	72.765	74.235	75.705	77.175	78.645	80.115	81.585	83.055	84.525	85.995	87.465	88.935	90.405	91.875	93.345	94.815	96.285	97.755	99.225	100.695	102.165	103.635	105.105	106.575	108.045	109.515	110.985	112.455	113.925	115.395	116.865	118.335	119.805	121.275	122.745	124.215	125.685	127.155	128.625	130.095	131.565	133.035	134.505	135.975	137.445	138.915	140.385	141.855	143.325	144.795	146.265
0.7365	2.2095	3.6825	5.1555	6.6285	8.1015	9.5745	11.0475	12.5205	13.9935	15.4665	16.9395	18.4125	19.8855	21.3585	22.8315	24.3045	25.7775	27.2505	28.7235	30.1965	31.6695	33.1425	34.6155	36.0885	37.5615	39.0345	40.5075	41.9805	43.4535	44.9265	46.3995	47.8725	49.3455	50.8185	52.2915	53.7645	55.2375	56.7105	58.1835	59.6565	61.1295	62.6025	64.0755	65.5485	67.0215	68.4945	69.9675	71.4405	72.9135	74.3865	75.8595	77.3325	78.8055	80.2785	81.7515	83.2245	84.6975	86.1705	87.6435	89.1165	90.5895	92.0625	93.5355	95.0085	96.4815	97.9545	99.4275	100.9005	102.3735	103.8465	105.3195	106.7925	108.2655	109.7385	111.2115	112.6845	114.1575	115.6305	117.1035	118.5765	120.0495	121.5225	122.9955	124.4685	125.9415	127.4145	128.8875	130.3605	131.8335	133.3065	134.7795	136.2525	137.7255	139.1985	140.6715	142.1445	143.6175	145.0905	146.5635
0.73995	2.21985	3.69975	5.17965	6.65955	8.13945	9.61935	11.09925	12.57915	14.05905	15.53895	17.01885	18.49875	19.97865	21.45855	22.93845	24.41835	25.89825	27.37815	28.85805	30.33795	31.81785	33.29775	34.77765	36.25755	37.73745	39.21735	40.69725	42.17715	43.65705	45.13695	46.61685	48.09675	49.57665	51.05655	52.53645	54.01635	55.49625	56.97615	58.45605	59.93595	61.41585	62.89575	64.37565	65.85555	67.33545	68.81535	70.29525	71.77515	73.25505	74.73495	76.21485	77.69475	79.17465	80.65455	82.13445	83.61435	85.09425	86.57415	88.05405	89.53395	91.01385	92.49375	93.97365	95.45355	96.93345	98.41335	99.89325	101.37315	102.85305	104.33295	105.81285	107.29275	108.77265	110.25255	111.73245	113.21235	114.69225	116.17215	117.65205	119.13195	120.61185	122.09175	123.57165	125.05155	126.53145	128.01135	129.49125	130.97115	132.45105	133.93095	135.41085	136.89075	138.37065	139.85055	141.33045	142.81035	144.29025	145.77015	147.25005
0.80845	2.42535	4.04225	5.65915	7.27605	8.89295	10.50985	12.12675	13.74365	15.36055	16.97745	18.59435	20.21125	21.82815	23.44505	25.06195	26.67885	28.29575	29.91265	31.52955	33.14645	34.76335	36.38025	37.99715	39.61405	41.23095	42.84785	44.46475	46.08165	47.69855	49.31545	50.93235	52.54925	54.16615	55.78305	57.39995	59.01685	60.63375	62.25065	63.86755	65.48445	67.10135	68.71825	70.33515	71.95205	73.56895	75.18585	76.80275	78.41965	80.03655	81.65345	83.27035	84.88725	86.50415	88.12105	89.73795	91.35485	92.97175	94.58865	96.20555	97.82245	99.43935	101.05625	102.67315	104.29005	105.90695	107.52385	109.14075	110.75765	112.37455	113.99145	115.60835	117.22525	118.84215	120.45905	122.07595	123.69285	125.30975	126.92665	128.54355	130.16045	131.77735	133.39425	135.01115	136.62805	138.24495	139.86185	141.47875	143.09565	144.71255	146.32945	147.94635	149.56325	151.18015	152.79705	154.41395	156.03085	157.64775	159.26465	160.88155
0.749	2.247	3.745	5.243	6.741	8.239	9.737	11.235	12.733	14.231	15.729	17.227	18.725	20.223	21.721	23.219	24.717	26.215	27.713	29.211	30.709	32.207	33.705	35.203	36.701	38.199	39.697	41.195	42.693	44.191	45.689	47.187	48.685	50.183	51.681	53.179	54.677	56.175	57.673	59.171	60.669	62.167	63.665	65.163	66.661	68.159	69.657	71.155	72.653	74.151	75.649	77.147	78.645	80.143	81.641	83.139	84.637	86.135	87.633	89.131	90.629	92.127	93.625	95.123	96.621	98.119	99.617	101.115	102.613	104.111	105.609	107.107	108.605	110.103	111.601	113.099	114.597	116.095	117.593	119.091	120.589	122.087	123.585	125.083	126.581	128.079	129.577	131.075	132.573	134.071	135.569	137.067	138.565	140.063	141.561	143.059	144.557	146.055	147.553	149.051
0.4605	1.3815	2.3025	3.2235	4.1445	5.0655	5.9865	6.9075	7.8285	8.7495	9.6705	10.5915	11.5125	12.4335	13.3545	14.2755	15.1965	16.1175	17.0385	17.9595	18.8805	19.8015	20.7225	21.6435	22.5645	23.4855	24.4065	25.3275	26.2485	27.1695	28.0905	29.0115	29.9325	30.8535	31.7745	32.6955	33.6165	34.5375	35.4585	36.3795	37.3005	38.2215	39.1425	40.0635	40.9845	41.9055	42.8265	43.7475	44.6685	45.5895	46.5105	47.4315	48.3525	49.2735	50.1945	51.1155	52.0365	52.9575	53.8785	54.7995	55.7205	56.6415	57.5625	58.4835	59.4045	60.3255	61.2465	62.1675	63.0885	64.0095	64.9305	65.8515	66.7725	67.6935	68.6145	69.5355	70.4565	71.3775	72.2985	73.2195	74.1405	75.0615	75.9825	76.9035	77.8245	78.7455	79.6665	80.5875	81.5085	82.4295	83.3505	84.2715	85.1925	86.1135	87.0345	87.9555	88.8765	89.7975	90.7185	91.6395
0.464	1.392	2.32	3.248	4.176	5.104	6.032	6.96	7.888	8.816	9.744	10.672	11.6	12.528	13.456	14.384	15.312	16.24	17.168	18.096	19.024	19.952	20.88	21.808	22.736	23.664	24.592	25.52	26.448	27.376	28.304	29.232	30.16	31.088	32.016	32.944	33.872	34.8	35.728	36.656	37.584	38.512	39.44	40.368	41.296	42.224	43.152	44.08	45.008	45.936	46.864	47.792	48.72	49.648	50.576	51.504	52.432	53.36	54.288	55.216	56.144	57.072	58	58.928	59.856	60.784	61.712	62.64	63.568	64.496	65.424	66.352	67.28	68.208	69.136	70.064	70.992	71.92	72.848	73.776	74.704	75.632	76.56	77.488	78.416	79.344	80.272	81.2	82.128	83.056	83.984	84.912	85.84	86.768	87.696	88.624	89.552	90.48	91.408	92.336
0.9134	2.7402	4.567	6.3938	8.2206	10.0474	11.8742	13.701	15.5278	17.3546	19.1814	21.0082	22.835	24.6618	26.4886	28.3154	30.1422	31.969	33.7958	35.6226	37.4494	39.2762	41.103	42.9298	44.7566	46.5834	48.4102	50.237	52.0638	53.8906	55.7174	57.5442	59.371	61.1978	63.0246	64.8514	66.6782	68.505	70.3318	72.1586	73.9854	75.8122	77.639	79.4658	81.2926	83.1194	84.9462	86.773	88.5998	90.4266	92.2534	94.0802	95.907	97.7338	99.5606	101.3874	103.2142	105.041	106.8678	108.6946	110.5214	112.3482	114.175	116.0018	117.8286	119.6554	121.4822	123.309	125.1358	126.9626	128.7894	130.6162	132.443	134.2698	136.0966	137.9234	139.7502	141.577	143.4038	145.2306	147.0574	148.8842	150.711	152.5378	154.3646	156.1914	158.0182	159.845	161.6718	163.4986	165.3254	167.1522	168.979	170.8058	172.6326	174.4594	176.2862	178.113	179.9398	181.7666
